Id,WnvPresent
1,0.012356595373603904
2,0.005014571125352265
3,0.012832440364276098
4,3.02028611882383e-06
5,8.300392509648686e-07
6,8.50763944812802e-05
7,0.2533693998884177
8,0.00028756616837538325
9,0.00793797700054706
10,0.0031449204833106374
11,0.008430790684658702
12,1.8931744782868036e-06
13,5.879387751664277e-07
14,5.5315408226416654e-05
15,0.2024177458949105
16,0.00020057359577473543
17,0.014077442591612805
18,0.005707115146480942
19,0.0138667766626591
20,3.3754856293047074e-06
21,8.784689890245215e-07
22,9.205631088085613e-05
23,0.2913894814600644
24,0.0003201462390024142
25,0.0045961514850758065
26,0.0017368666245761162
27,0.005644525514131042
28,9.49504122531266e-07
29,3.2724090499736553e-07
30,3.718725237365295e-05
31,0.10742166050535558
32,0.00012207851540815704
33,0.00481956211787276
34,0.001790052519007792
35,0.006063834618298267
36,9.762604827394205e-07
37,3.346908753106635e-07
38,3.966074667192347e-05
39,0.10499415819230226
40,0.00012407122864884965
41,0.005506646065298321
42,0.0019889995683858744
43,0.006754807779527493
44,1.1071212896443083e-06
45,3.67408675140556e-07
46,4.463899986805869e-05
47,0.10910764541395652
48,0.00013406726989087978
49,0.004731648691935043
50,0.0017606284030024914
51,0.005944325647542808
52,9.593848990767882e-07
53,3.2989902115677347e-07
54,3.8860201794064345e-05
55,0.10456832531627483
56,0.00012260990564114528
57,0.005824297639338071
58,0.002248039095806008
59,0.006958292486682072
60,1.2691059165704016e-06
61,4.153128812930021e-07
62,4.616840998799676e-05
63,0.1277177041357143
64,0.00014965453591268016
65,0.0032865208818102214
66,0.0012762403367360042
67,0.004457825665924968
68,6.744796123649133e-07
69,2.456932632260839e-07
70,2.8810223348899505e-05
71,0.08665476142082205
72,9.567686230884523e-05
73,0.024486151958192065
74,0.004849914557558732
75,0.023998422718511013
76,5.853154769428229e-06
77,1.317703382754297e-06
78,0.0002023810589745576
79,0.12107130534418654
80,0.0004638835109041943
81,0.00557105702719163
82,0.001937562179847365
83,0.006636657973233556
84,1.0772010809205572e-06
85,3.5830180619249476e-07
86,4.39550008613047e-05
87,0.10641476884890255
88,0.00013116535448070034
89,0.01863547806432958
90,0.003982429953134645
91,0.018353382265285993
92,3.73320000121573e-06
93,8.935757698930977e-07
94,0.0001373746110433222
95,0.11735368001431642
96,0.00035318860329410553
97,0.017942574354142465
98,0.004175717985348241
99,0.017687565176808747
100,3.5604324876697172e-06
101,8.485966086315275e-07
102,0.00012969509599884249
103,0.12458244922341206
104,0.00033421337893675164
105,0.003153113866084485
106,0.0012205853029077058
107,0.004458300790217084
108,6.382267192769125e-07
109,2.3486914049697023e-07
110,2.902452669230194e-05
111,0.08023508305880066
112,9.167654827344401e-05
113,0.009840558107306567
114,0.003920825525175164
115,0.009981353260538976
116,2.383351450756288e-06
117,6.727356558693065e-07
118,6.571138797069723e-05
119,0.24131125732187528
120,0.00023949197114544842
121,0.0034475790089331434
122,0.0013659990256037868
123,0.004180571277333762
124,7.462467479621733e-07
125,2.556819458484696e-07
126,2.7079704416715936e-05
127,0.10759146090445376
